time_days,Ra223 top 20
1.1581889009869677e-05,1.8145719827848822e-89
1.160227070288277e-05,1.8145719827848822e-89
1.1622688263396381e-05,1.8145719827848822e-89
1.1643141754529784e-05,1.8145719827848822e-89
1.1663631239513322e-05,1.8145719827848822e-89
1.168415678168862e-05,1.8145719827848822e-89
1.1704718444508758e-05,1.8145719827848822e-89
1.1725316291538495e-05,1.8145719827848822e-89
1.1745950386454436e-05,1.8145719827848822e-89
1.1766620793045252e-05,1.8145719827848822e-89
1.178732757521187e-05,1.8145719827848822e-89
1.1808070796967665e-05,1.8145719827848822e-89
1.1828850522438664e-05,1.8145719827848822e-89
1.1849666815863737e-05,1.8145719827848822e-89
1.1870519741594814e-05,1.8145719827848822e-89
1.1891409364097055e-05,1.8145719827848822e-89
1.1912335747949075e-05,1.8145719827848822e-89
1.1933298957843133e-05,1.8145719827848822e-89
1.1954299058585331e-05,1.8145719827848822e-89
1.1975336115095818e-05,1.8145719827848822e-89
1.199641019240898e-05,1.8145719827848822e-89
1.2017521355673667e-05,1.8145719827848822e-89
1.2038669670153358e-05,1.8145719827848822e-89
1.2059855201226398e-05,1.8145719827848822e-89
1.2081078014386175e-05,1.8145719827848822e-89
1.2102338175241337e-05,1.8145719827848822e-89
1.2123635749515981e-05,1.8145719827848822e-89
1.2144970803049875e-05,1.8145719827848822e-89
1.2166343401798645e-05,1.8145719827848822e-89
1.2187753611833987e-05,1.8145719827848822e-89
1.2209201499343867e-05,1.8145719827848822e-89
1.2230687130632732e-05,1.8145719827848822e-89
1.2252210572121708e-05,1.8145719827848822e-89
1.2273771890348808e-05,1.8145719827848822e-89
1.2295371151969139e-05,1.8145719827848822e-89
1.2317008423755106e-05,1.8145719827848822e-89
1.2338683772596625e-05,1.8145719827848822e-89
1.2360397265501313e-05,1.8145719827848822e-89
1.2382148969594712e-05,1.8145719827848822e-89
1.2403938952120499e-05,1.8145719827848822e-89
1.2425767280440676e-05,1.8145719827848822e-89
1.2447634022035786e-05,1.8145719827848822e-89
1.246953924450513e-05,1.8145719827848822e-89
1.249148301556697e-05,1.8145719827848822e-89
1.2513465403058733e-05,1.8145719827848822e-89
1.2535486474937229e-05,1.8145719827848822e-89
1.2557546299278855e-05,1.8145719827848822e-89
1.2579644944279813e-05,1.8145719827848822e-89
1.2601782478256311e-05,1.8145719827848822e-89
1.262395896964478e-05,1.8145719827848822e-89
1.2646174487002088e-05,1.8145719827848822e-89
1.2668429099005746e-05,1.8145719827848822e-89
1.2690722874454123e-05,1.8145719827848822e-89
1.271305588226666e-05,1.8145719827848822e-89
1.273542819148408e-05,1.8145719827848822e-89
1.2757839871268606e-05,1.8145719827848822e-89
1.278029099090417e-05,1.8145719827848822e-89
1.2802781619796623e-05,1.8145719827848822e-89
1.2825311827473973e-05,1.8145719827848822e-89
1.2847881683586564e-05,1.8145719827848822e-89
1.287049125790732e-05,1.8145719827848822e-89
1.2893140620331946e-05,1.8145719827848822e-89
1.2915829840879158e-05,1.8145719827848822e-89
1.2938558989690875e-05,1.8145719827848822e-89
1.2961328137032467e-05,1.8145719827848822e-89
1.2984137353292944e-05,1.8145719827848822e-89
1.3006986708985192e-05,1.8145719827848822e-89
1.3029876274746181e-05,1.8145719827848822e-89
1.3052806121337195e-05,1.8145719827848822e-89
1.3075776319644034e-05,1.8145719827848822e-89
1.3098786940677248e-05,1.8145719827848822e-89
1.3121838055572345e-05,1.8145719827848822e-89
1.3144929735590026e-05,1.8145719827848822e-89
1.3168062052116383e-05,1.8145719827848822e-89
1.3191235076663149e-05,1.8145719827848822e-89
1.3214448880867883e-05,1.8145719827848822e-89
1.3237703536494226e-05,1.8145719827848822e-89
1.3260999115432103e-05,1.8145719827848822e-89
1.3284335689697951e-05,1.8145719827848822e-89
1.330771333143494e-05,1.8145719827848822e-89
1.3331132112913196e-05,1.8145719827848822e-89
1.3354592106530025e-05,1.8145719827848822e-89
1.337809338481014e-05,1.8145719827848822e-89
1.3401636020405882e-05,1.8145719827848822e-89
1.3425220086097441e-05,1.8145719827848822e-89
1.3448845654793088e-05,1.8145719827848822e-89
1.34725127995294e-05,1.8145719827848822e-89
1.349622159347147e-05,1.8145719827848822e-89
1.3519972109913168e-05,1.8145719827848822e-89
1.3543764422277326e-05,1.8145719827848822e-89
1.3567598604115993e-05,1.8145719827848822e-89
1.3591474729110654e-05,1.8145719827848822e-89
1.361539287107246e-05,1.8145719827848822e-89
1.363935310394245e-05,1.8145719827848822e-89
1.3663355501791783e-05,1.8145719827848822e-89
1.3687400138821973e-05,1.8145719827848822e-89
1.3711487089365112e-05,1.8145719827848822e-89
1.3735616427884092e-05,1.8145719827848822e-89
1.3759788228972857e-05,1.8145719827848822e-89
1.3784002567356613e-05,1.8145719827848822e-89
