time_days,Po216 top 6
1.1582075069193287e-05,1.4746478838969665e-82
1.1602457070991036e-05,1.4746478838969665e-82
1.1622874940799898e-05,1.4746478838969665e-82
1.1643328741739983e-05,1.4746478838969665e-82
1.166381853704248e-05,1.4746478838969665e-82
1.1684344390049854e-05,1.4746478838969665e-82
1.1704906364216036e-05,1.4746478838969665e-82
1.1725504523106622e-05,1.4746478838969665e-82
1.1746138930399075e-05,1.4746478838969665e-82
1.1766809649882908e-05,1.4746478838969665e-82
1.1787516745459903e-05,1.4746478838969665e-82
1.180826028114428e-05,1.4746478838969665e-82
1.1829040321062927e-05,1.4746478838969665e-82
1.1849856929455566e-05,1.4746478838969665e-82
1.1870710170674981e-05,1.4746478838969665e-82
1.1891600109187192e-05,1.4746478838969665e-82
1.1912526809571673e-05,1.4746478838969665e-82
1.1933490336521541e-05,1.4746478838969665e-82
1.1954490754843761e-05,1.4746478838969665e-82
1.1975528129459342e-05,1.4746478838969665e-82
1.1996602525403544e-05,1.4746478838969665e-82
1.2017714007826071e-05,1.4746478838969665e-82
1.203886264199128e-05,1.4746478838969665e-82
1.2060048493278378e-05,1.4746478838969665e-82
1.2081271627181624e-05,1.4746478838969665e-82
1.210253210931054e-05,1.4746478838969665e-82
1.2123830005390094e-05,1.4746478838969665e-82
1.2145165381260928e-05,1.4746478838969665e-82
1.2166538302879548e-05,1.4746478838969665e-82
1.2187948836318523e-05,1.4746478838969665e-82
1.22093970477667e-05,1.4746478838969665e-82
1.2230883003529405e-05,1.4746478838969665e-82
1.225240677002865e-05,1.4746478838969665e-82
1.2273968413803324e-05,1.4746478838969665e-82
1.2295568001509422e-05,1.4746478838969665e-82
1.2317205599920236e-05,1.4746478838969665e-82
1.2338881275926567e-05,1.4746478838969665e-82
1.2360595096536924e-05,1.4746478838969665e-82
1.2382347128877744e-05,1.4746478838969665e-82
1.2404137440193583e-05,1.4746478838969665e-82
1.2425966097847342e-05,1.4746478838969665e-82
1.2447833169320463e-05,1.4746478838969665e-82
1.246973872221314e-05,1.4746478838969665e-82
1.2491682824244532e-05,1.4746478838969665e-82
1.2513665543252967e-05,1.4746478838969665e-82
1.2535686947196153e-05,1.4746478838969665e-82
1.2557747104151393e-05,1.4746478838969665e-82
1.257984608231579e-05,1.4746478838969665e-82
1.2601983950006457e-05,1.4746478838969665e-82
1.2624160775660734e-05,1.4746478838969665e-82
1.2646376627836395e-05,1.4746478838969665e-82
1.2668631575211859e-05,1.4746478838969665e-82
1.269092568658641e-05,1.4746478838969665e-82
1.2713259030880399e-05,1.4746478838969665e-82
1.2735631677135464e-05,1.4746478838969665e-82
1.2758043694514741e-05,1.4746478838969665e-82
1.278049515230308e-05,1.4746478838969665e-82
1.2802986119907257e-05,1.4746478838969665e-82
1.2825516666856188e-05,1.4746478838969665e-82
1.284808686280115e-05,1.4746478838969665e-82
1.2870696777515984e-05,1.4746478838969665e-82
1.2893346480897321e-05,1.4746478838969665e-82
1.29160360429648e-05,1.4746478838969665e-82
1.2938765533861275e-05,1.4746478838969665e-82
1.2961535023853036e-05,1.4746478838969665e-82
1.2984344583330031e-05,1.4746478838969665e-82
1.3007194282806073e-05,1.4746478838969665e-82
1.303008419291907e-05,1.4746478838969665e-82
1.3053014384431238e-05,1.4746478838969665e-82
1.3075984928229317e-05,1.4746478838969665e-82
1.309899589532479e-05,1.4746478838969665e-82
1.3122047356854113e-05,1.4746478838969665e-82
1.314513938407892e-05,1.4746478838969665e-82
1.3168272048386251e-05,1.4746478838969665e-82
1.3191445421288777e-05,1.4746478838969665e-82
1.3214659574425014e-05,1.4746478838969665e-82
1.3237914579559542e-05,1.4746478838969665e-82
1.3261210508583235e-05,1.4746478838969665e-82
1.3284547433513487e-05,1.4746478838969665e-82
1.3307925426494413e-05,1.4746478838969665e-82
1.3331344559797098e-05,1.4746478838969665e-82
1.33548049058198e-05,1.4746478838969665e-82
1.3378306537088193e-05,1.4746478838969665e-82
1.3401849526255571e-05,1.4746478838969665e-82
1.3425433946103087e-05,1.4746478838969665e-82
1.3449059869539976e-05,1.4746478838969665e-82
1.347272736960377e-05,1.4746478838969665e-82
1.349643651946054e-05,1.4746478838969665e-82
1.3520187392405107e-05,1.4746478838969665e-82
1.3543980061861282e-05,1.4746478838969665e-82
1.3567814601382082e-05,1.4746478838969665e-82
1.3591691084649958e-05,1.4746478838969665e-82
1.361560958547704e-05,1.4746478838969665e-82
1.3639570177805335e-05,1.4746478838969665e-82
1.3663572935706983e-05,1.4746478838969665e-82
1.368761793338447e-05,1.4746478838969665e-82
1.3711705245170871e-05,1.4746478838969665e-82
1.3735834945530063e-05,1.4746478838969665e-82
1.3760007109056964e-05,1.4746478838969665e-82
1.3784221810477768e-05,1.4746478838969665e-82
1.3808479124650167e-05,1.4746478838969665e-82
1.383277912656359e-05,1.4746478838969665e-82
1.3857121891339432e-05,1.4746478838969665e-82
1.388150749423128e-05,1.4746478838969665e-82
1.3905936010625154e-05,1.4746478838969665e-82
1.3930407516039748e-05,1.4746478838969665e-82
1.3954922086126631e-05,1.4746478838969665e-82
1.3979479796670525e-05,1.4746478838969665e-82
1.4004080723589505e-05,1.4746478838969665e-82
1.4028724942935245e-05,1.4746478838969665e-82
1.4053412530893261e-05,1.4746478838969665e-82
1.4078143563783132e-05,1.4746478838969665e-82
1.4102918118058748e-05,1.4746478838969665e-82
1.4127736270308543e-05,1.4746478838969665e-82
1.4152598097255725e-05,1.4746478838969665e-82
1.4177503675758526e-05,1.4746478838969665e-82
1.4202453082810421e-05,1.4746478838969665e-82
1.4227446395540388e-05,6.612137653040269e-06
1.425248369121313e-05,1.4487285296241733e-05
1.4277565047229323e-05,2.2866925831894454e-05
